batter,game_year,WH,AB,IABA
493316.0,2017.0,380.0,285,1.3333333333333333
493329.0,2017.0,891.0,590,1.5101694915254238
493329.0,2018.0,752.0,560,1.3428571428571427
493351.0,2015.0,735.0,566,1.2985865724381624
493351.0,2016.0,606.0,470,1.2893617021276595
493596.0,2015.0,252.0,200,1.26
493596.0,2016.0,295.0,240,1.2291666666666667
499624.0,2015.0,531.0,367,1.446866485013624
500208.0,2015.0,649.0,517,1.2553191489361701
500208.0,2016.0,551.0,399,1.380952380952381
500208.0,2017.0,487.0,459,1.0610021786492374
500208.0,2018.0,497.0,459,1.0827886710239651
500743.0,2017.0,373.0,265,1.4075471698113207
500743.0,2018.0,594.0,477,1.2452830188679245
500871.0,2015.0,563.0,396,1.4217171717171717
500871.0,2016.0,431.0,342,1.260233918128655
500871.0,2017.0,560.0,458,1.222707423580786
500871.0,2018.0,695.0,545,1.275229357798165
500874.0,2017.0,416.0,266,1.5639097744360901
500874.0,2018.0,735.0,528,1.3920454545454546
501303.0,2018.0,427.0,331,1.2900302114803626
501571.0,2015.0,571.0,447,1.2774049217002237
501571.0,2017.0,354.0,244,1.4508196721311475
501647.0,2015.0,298.0,228,1.3070175438596492
501659.0,2015.0,307.0,229,1.3406113537117903
501896.0,2015.0,539.0,421,1.2802850356294537
501896.0,2016.0,512.0,425,1.204705882352941
501896.0,2017.0,510.0,411,1.2408759124087592
501896.0,2018.0,424.0,292,1.452054794520548
501981.0,2015.0,457.0,390,1.1717948717948719
501981.0,2016.0,646.0,550,1.1745454545454546
501981.0,2017.0,689.0,560,1.230357142857143
501981.0,2018.0,638.0,563,1.133214920071048
501983.0,2015.0,260.0,236,1.1016949152542372
502054.0,2017.0,626.0,434,1.4423963133640554
502054.0,2018.0,632.0,486,1.300411522633745
502082.0,2015.0,378.0,331,1.1419939577039275
502082.0,2016.0,532.0,417,1.275779376498801
502082.0,2017.0,327.0,241,1.3568464730290457
502100.0,2017.0,411.0,244,1.6844262295081966
502110.0,2015.0,802.0,584,1.3732876712328768
502110.0,2016.0,661.0,452,1.4623893805309736
502110.0,2017.0,663.0,445,1.489887640449438
502110.0,2018.0,956.0,615,1.5544715447154471
502143.0,2015.0,491.0,333,1.4744744744744744
502143.0,2016.0,635.0,464,1.3685344827586208
502143.0,2017.0,561.0,439,1.2779043280182232
502143.0,2018.0,338.0,249,1.357429718875502
502210.0,2015.0,705.0,518,1.361003861003861
502210.0,2016.0,567.0,420,1.35
502210.0,2017.0,752.0,542,1.3874538745387455
502210.0,2018.0,561.0,457,1.2275711159737417
502481.0,2016.0,413.0,290,1.4241379310344828
502481.0,2017.0,461.0,340,1.3558823529411765
502481.0,2018.0,164.0,201,0.8159203980099502
502517.0,2015.0,723.0,543,1.3314917127071824
