,playerID,yearID,teamID,G,AB,R,H,RBI,BB,HBP,BA,OBP
103524,josepto01,2017,PHI,142,495,51,119,69.0,33,2.0,0.2404040404040404,0.29056603773584905
103525,joycema01,2017,OAK,141,469,78,114,68.0,66,2.0,0.24307036247334754,0.33891992551210426
103526,judgeaa01,2017,NYA,155,542,128,154,114.0,127,5.0,0.28413284132841327,0.42433234421364985
103538,kempma01,2017,ATL,115,438,47,121,64.0,27,0.0,0.2762557077625571,0.31827956989247314
103544,keplema01,2017,MIN,147,511,67,124,69.0,47,6.0,0.24266144814090018,0.31382978723404253
103547,kiermke01,2017,TBA,98,380,56,105,39.0,31,5.0,0.27631578947368424,0.3389423076923077
103551,kinslia01,2017,DET,139,551,90,130,52.0,55,7.0,0.23593466424682397,0.3132137030995106
103554,kipnija01,2017,CLE,90,336,43,78,35.0,28,2.0,0.23214285714285715,0.29508196721311475
103573,lagarju01,2017,NYN,94,252,37,63,15.0,14,3.0,0.25,0.29739776951672864
103575,lambja01,2017,ARI,149,536,89,133,105.0,87,7.0,0.24813432835820895,0.3603174603174603
103592,lemahdj01,2017,COL,155,609,95,189,64.0,59,6.0,0.3103448275862069,0.3768545994065282
103595,leonsa01,2017,BOS,85,271,32,61,39.0,25,1.0,0.22509225092250923,0.29292929292929293
103599,lindad01,2017,WAS,116,267,39,81,59.0,28,0.0,0.30337078651685395,0.3694915254237288
103601,lindofr01,2017,CLE,159,651,99,178,89.0,60,4.0,0.27342549923195086,0.3384615384615385
103613,longoev01,2017,TBA,156,613,71,160,86.0,46,6.0,0.26101141924959215,0.318796992481203
103619,lowrije01,2017,OAK,153,567,86,157,69.0,73,2.0,0.2768959435626102,0.3613707165109034
103621,lucrojo01,2017,TEX,77,281,27,68,27.0,19,4.0,0.24199288256227758,0.2993421052631579
103631,machama01,2017,BAL,156,630,81,163,95.0,50,1.0,0.25873015873015875,0.3142437591776799
103639,mahtomi01,2017,DET,109,348,50,96,38.0,23,6.0,0.27586206896551724,0.33156498673740054
103641,maldoma01,2017,LAA,138,429,43,95,38.0,15,18.0,0.22144522144522144,0.27705627705627706
103643,mancitr01,2017,BAL,147,543,65,159,78.0,33,6.0,0.292817679558011,0.3402061855670103
103646,margoma01,2017,SDN,126,487,53,128,39.0,35,2.0,0.26283367556468173,0.3148854961832061
103650,marisja01,2017,HOU,106,230,50,56,35.0,20,6.0,0.24347826086956523,0.3203125
103652,markani01,2017,ATL,160,593,76,163,76.0,68,6.0,0.2748735244519393,0.3553223388305847
103660,marteke01,2017,ARI,73,223,30,58,18.0,29,1.0,0.2600896860986547,0.34782608695652173
103661,martest01,2017,PIT,77,309,48,85,31.0,20,8.0,0.2750809061488673,0.3353115727002967
103664,martijd02,2017,DET,57,200,38,61,39.0,29,0.0,0.305,0.3930131004366812
103665,martijd02,2017,ARI,62,232,47,70,65.0,24,0.0,0.3017241379310345,0.3671875
103666,martijo08,2017,SLN,106,272,47,84,46.0,32,0.0,0.3088235294117647,0.3815789473684211
103673,martiru01,2017,TOR,91,307,49,68,35.0,50,7.0,0.22149837133550487,0.3434065934065934
103674,martivi01,2017,DET,107,392,38,100,47.0,36,5.0,0.25510204081632654,0.325635103926097
103678,mauerjo01,2017,MIN,141,525,69,160,71.0,66,3.0,0.3047619047619048,0.38552188552188554
103681,maxwebr01,2017,OAK,76,219,21,52,22.0,31,0.0,0.2374429223744292,0.332
103682,maybica01,2017,LAA,93,336,57,79,22.0,48,2.0,0.23511904761904762,0.33419689119170987
103687,mazarno01,2017,TEX,148,554,64,140,101.0,55,4.0,0.2527075812274368,0.32463295269168024
103690,mccanbr01,2017,HOU,97,349,47,84,62.0,38,7.0,0.24068767908309455,0.32741116751269034
103691,mccanja02,2017,DET,106,352,39,89,49.0,26,9.0,0.2528409090909091,0.32041343669250644
103695,mccutan01,2017,PIT,156,570,94,159,88.0,73,4.0,0.2789473684210526,0.36476043276661513
103713,mercejo03,2017,PIT,145,502,52,128,58.0,51,3.0,0.2549800796812749,0.3273381294964029
103715,merriwh01,2017,KCA,145,587,80,169,78.0,29,6.0,0.2879045996592845,0.3279742765273312
103722,millebr02,2017,TBA,110,338,43,68,40.0,63,2.0,0.20118343195266272,0.33002481389578164
103732,molinya01,2017,SLN,136,501,60,137,82.0,28,4.0,0.27345309381237526,0.3170731707317073
103746,moralke01,2017,TOR,150,557,67,139,85.0,43,5.0,0.2495511669658887,0.3090909090909091
103748,morelmi01,2017,BOS,149,508,73,125,79.0,57,6.0,0.24606299212598426,0.329246935201401
103757,morrilo01,2017,TBA,149,512,75,126,85.0,81,5.0,0.24609375,0.35451505016722407
103761,mossbr01,2017,KCA,118,362,41,75,50.0,37,0.0,0.20718232044198895,0.2807017543859649
103763,motteta01,2017,SEA,92,258,29,51,26.0,21,0.0,0.19767441860465115,0.25806451612903225
103764,moustmi01,2017,KCA,148,555,75,151,85.0,34,3.0,0.27207207207207207,0.31756756756756754
103768,murphda08,2017,WAS,144,534,94,172,93.0,52,4.0,0.32209737827715357,0.3864406779661017
103772,myerswi01,2017,SDN,155,567,80,138,74.0,70,5.0,0.24338624338624337,0.3317757009345794
103773,napolmi01,2017,TEX,124,425,60,82,66.0,49,7.0,0.19294117647058823,0.2869022869022869
103775,narvaom01,2017,CHA,90,253,23,70,14.0,38,1.0,0.2766798418972332,0.3732876712328767
103801,nunezed02,2017,SFN,76,302,37,93,31.0,12,1.0,0.3079470198675497,0.33650793650793653
103808,odorro01,2017,TEX,162,607,79,124,75.0,32,8.0,0.2042833607907743,0.2534775888717156
103819,osunajo01,2017,PIT,104,215,31,50,30.0,9,2.0,0.23255813953488372,0.26991150442477874
103825,owingch01,2017,ARI,97,362,41,97,51.0,17,1.0,0.26795580110497236,0.3026315789473684
103826,ozunama01,2017,MIA,159,613,93,191,124.0,64,0.0,0.31158238172920066,0.3766617429837518
103828,panikjo01,2017,SFN,138,511,60,147,53.0,46,5.0,0.2876712328767123,0.35231316725978645
103834,parrage01,2017,COL,115,392,56,121,71.0,20,4.0,0.3086734693877551,0.3485576923076923
103839,pearcst01,2017,TOR,92,313,38,79,37.0,27,5.0,0.2523961661341853,0.3217391304347826
103840,pederjo01,2017,LAN,102,273,44,58,35.0,39,10.0,0.21245421245421245,0.33229813664596275
103841,pedrodu01,2017,BOS,105,406,46,119,62.0,49,2.0,0.29310344827586204,0.37199124726477023
103845,pencehu01,2017,SFN,134,493,55,128,67.0,40,2.0,0.25963488843813387,0.3177570093457944
103847,peralda01,2017,ARI,140,525,82,154,57.0,43,6.0,0.29333333333333333,0.35365853658536583
103851,perazjo01,2017,CIN,143,487,50,126,37.0,20,7.0,0.2587268993839836,0.29766536964980544
103854,perezhe01,2017,MIL,136,432,47,112,51.0,20,0.0,0.25925925925925924,0.2920353982300885
103857,perezro02,2017,CLE,73,217,22,45,38.0,26,0.0,0.2073732718894009,0.29218106995884774
103858,perezsa02,2017,KCA,129,471,57,126,80.0,17,5.0,0.267515923566879,0.3002028397565923
103866,phamth01,2017,SLN,128,444,95,136,73.0,71,10.0,0.3063063063063063,0.41333333333333333
103870,phillbr01,2017,ATL,120,470,68,137,52.0,19,8.0,0.29148936170212764,0.3299798792756539
103873,pillake01,2017,TOR,154,587,72,150,42.0,33,6.0,0.2555366269165247,0.3019169329073482
103875,pinama01,2017,MIL,107,330,45,92,43.0,20,5.0,0.2787878787878788,0.3295774647887324
103876,pindech01,2017,OAK,87,282,36,67,42.0,18,5.0,0.2375886524822695,0.29508196721311475
103879,pireljo01,2017,SDN,83,312,43,90,40.0,27,2.0,0.28846153846153844,0.3489736070381232
103880,piscost01,2017,SLN,107,341,40,80,39.0,52,5.0,0.23460410557184752,0.3442211055276382
103885,polangr01,2017,PIT,108,379,39,95,35.0,27,3.0,0.25065963060686014,0.3056234718826406
103886,polanjo01,2017,MIN,133,488,60,125,74.0,41,2.0,0.25614754098360654,0.3163841807909605
103887,polloaj01,2017,ARI,112,425,73,113,49.0,35,6.0,0.26588235294117646,0.33047210300429186
103890,poseybu01,2017,SFN,140,494,62,158,67.0,61,8.0,0.31983805668016196,0.40319715808170514
103896,preslal01,2017,DET,71,245,30,77,20.0,15,0.0,0.3142857142857143,0.35384615384615387
103903,puigya01,2017,LAN,152,499,72,131,74.0,64,2.0,0.2625250501002004,0.3486725663716814
103904,pujolal01,2017,LAA,149,593,53,143,101.0,37,2.0,0.2411467116357504,0.2879746835443038
103914,ramirha01,2017,BOS,133,496,58,120,62.0,51,6.0,0.24193548387096775,0.32007233273056057
103916,ramirjo01,2017,CLE,152,585,107,186,83.0,52,3.0,0.31794871794871793,0.3765625
103925,ramoswi01,2017,TBA,64,208,19,54,35.0,10,0.0,0.25961538461538464,0.29357798165137616
103930,realmjt01,2017,MIA,141,532,68,148,65.0,36,8.0,0.2781954887218045,0.3333333333333333
103932,reddijo01,2017,HOU,134,477,77,150,82.0,43,0.0,0.31446540880503143,0.37115384615384617
103941,rendoan01,2017,WAS,147,508,81,153,100.0,84,7.0,0.30118110236220474,0.4073455759599332
103942,renfrhu01,2017,SDN,122,445,51,103,58.0,27,6.0,0.23146067415730337,0.28451882845188287
103943,reverbe01,2017,LAA,109,291,37,80,20.0,15,0.0,0.27491408934707906,0.3104575163398693
103944,reyesjo01,2017,NYN,145,501,75,123,58.0,50,2.0,0.24550898203592814,0.31645569620253167
103945,reynoma01,2017,COL,148,520,82,139,97.0,69,1.0,0.2673076923076923,0.35423728813559324
103950,rickajo01,2017,BAL,111,261,29,63,19.0,9,4.0,0.2413793103448276,0.2773722627737226
103951,riddljt01,2017,MIA,70,228,20,57,31.0,12,0.0,0.25,0.2875
103956,rivertj01,2017,NYN,73,214,27,62,27.0,9,5.0,0.2897196261682243,0.3333333333333333
103958,rizzoan01,2017,CHN,157,572,99,156,109.0,91,24.0,0.2727272727272727,0.39446870451237265
103963,roberda10,2017,TBA,75,218,22,45,19.0,29,4.0,0.20642201834862386,0.3107569721115538
103980,rojasmi02,2017,MIA,90,272,37,79,26.0,27,4.0,0.29044117647058826,0.36303630363036304
103983,rominan01,2017,DET,124,318,45,74,25.0,22,4.0,0.23270440251572327,0.29069767441860467
103984,rominau01,2017,NYA,80,229,19,50,21.0,16,2.0,0.2183406113537118,0.27530364372469635
103989,rosalad01,2017,OAK,71,205,15,48,27.0,10,2.0,0.23414634146341465,0.2764976958525346
103993,rosared01,2017,MIN,151,542,79,157,78.0,35,0.0,0.2896678966789668,0.3327556325823224
104009,ruppca01,2017,PHI,88,295,35,64,34.0,34,1.0,0.21694915254237288,0.3
104011,russead02,2017,CHN,110,352,52,84,43.0,29,4.0,0.23863636363636365,0.3038961038961039
104017,saladty01,2017,CHA,79,253,23,45,10.0,23,3.0,0.17786561264822134,0.25448028673835127
104028,sanchca01,2017,CHA,141,484,63,129,59.0,35,4.0,0.2665289256198347,0.32122370936902483
104029,sanchga02,2017,NYA,122,471,79,131,90.0,40,10.0,0.2781316348195329,0.3474088291746641
104034,sanomi01,2017,MIN,114,424,75,112,77.0,54,4.0,0.2641509433962264,0.35269709543568467
104036,santaca01,2017,CLE,154,571,90,148,79.0,88,6.0,0.2591943957968476,0.36390977443609024
104039,santado01,2017,MIL,151,525,88,146,85.0,73,6.0,0.2780952380952381,0.37251655629139074
104045,saundmi01,2017,PHI,61,200,25,41,20.0,13,1.0,0.205,0.2570093457943925
104049,schebsc01,2017,CIN,141,473,63,110,67.0,39,14.0,0.23255813953488372,0.30988593155893535
104053,schoojo01,2017,BAL,160,622,92,182,105.0,35,11.0,0.29260450160771706,0.3413173652694611
104055,schwaky01,2017,CHN,129,422,67,89,59.0,59,5.0,0.2109004739336493,0.3148148148148148
104060,seageco01,2017,LAN,145,539,85,159,77.0,67,4.0,0.2949907235621521,0.3770491803278688
104061,seageky01,2017,SEA,154,578,72,144,88.0,58,8.0,0.2491349480968858,0.32608695652173914
104063,segurje01,2017,SEA,125,524,80,157,45.0,34,6.0,0.29961832061068705,0.34929078014184395
104065,semiema01,2017,OAK,85,342,53,85,40.0,38,2.0,0.24853801169590642,0.32722513089005234
104072,shawtr01,2017,MIL,144,538,84,147,101.0,60,4.0,0.2732342007434944,0.3504983388704319
104082,simmoan01,2017,LAA,158,589,77,164,69.0,47,3.0,0.27843803056027167,0.3348982785602504
104101,smithke04,2017,CHA,87,276,23,78,30.0,9,3.0,0.2826086956521739,0.3125
104102,smithma05,2017,TBA,81,256,33,69,12.0,23,0.0,0.26953125,0.32974910394265233
104103,smithse01,2017,BAL,111,330,50,85,32.0,36,6.0,0.25757575757575757,0.34139784946236557
104105,smoakju01,2017,TOR,158,560,85,151,90.0,73,2.0,0.26964285714285713,0.35590551181102364
104110,sogarer01,2017,MIL,94,249,37,68,18.0,45,4.0,0.27309236947791166,0.3926174496644295
104111,solarya01,2017,SDN,128,466,49,119,64.0,37,5.0,0.2553648068669528,0.3169291338582677
104116,souzast01,2017,TBA,148,523,78,125,78.0,84,7.0,0.2390057361376673,0.3517915309446254
104117,spande01,2017,SFN,129,497,73,135,43.0,40,3.0,0.2716297786720322,0.3296296296296296
104118,spangco01,2017,SDN,129,444,57,117,46.0,34,5.0,0.2635135135135135,0.32298136645962733
104120,springe01,2017,HOU,140,548,112,155,85.0,64,11.0,0.28284671532846717,0.36918138041733545
104124,stantmi03,2017,MIA,159,597,123,168,132.0,85,7.0,0.2814070351758794,0.37735849056603776
104134,storytr01,2017,COL,145,503,68,120,82.0,49,2.0,0.23856858846918488,0.30866425992779783
104147,suareeu01,2017,CIN,156,534,87,139,82.0,84,9.0,0.2602996254681648,0.3700159489633174
104152,suzukku01,2017,ATL,81,276,38,78,50.0,17,13.0,0.2826086956521739,0.35294117647058826
104153,swansda01,2017,ATL,144,488,59,113,51.0,59,0.0,0.23155737704918034,0.31444241316270566
104166,tayloch03,2017,LAN,140,514,85,148,72.0,50,3.0,0.28793774319066145,0.3544973544973545
104167,taylomi02,2017,WAS,118,399,55,108,53.0,29,1.0,0.2706766917293233,0.32167832167832167
104175,thameer01,2017,MIL,138,469,83,116,63.0,75,7.0,0.24733475479744135,0.35934664246823955
104190,torrero01,2017,NYA,108,315,35,92,36.0,11,1.0,0.2920634920634921,0.3180428134556575
104196,troutmi01,2017,LAA,114,402,92,123,72.0,94,7.0,0.30597014925373134,0.44532803180914515
104197,trumbma01,2017,BAL,146,559,79,131,65.0,42,1.0,0.23434704830053668,0.28903654485049834
104200,tulowtr01,2017,TOR,66,241,16,60,26.0,17,1.0,0.24896265560165975,0.30115830115830117
104203,turneju01,2017,LAN,130,457,72,147,71.0,59,19.0,0.32166301969365424,0.4205607476635514
104205,turnetr01,2017,WAS,98,412,75,117,45.0,30,4.0,0.28398058252427183,0.33856502242152464
104207,uptonju01,2017,DET,125,459,81,128,94.0,57,3.0,0.2788671023965142,0.3622350674373796
104213,utleych01,2017,LAN,127,309,43,73,34.0,32,9.0,0.23624595469255663,0.32571428571428573
104215,valbulu01,2017,LAA,117,347,42,69,65.0,48,1.0,0.1988472622478386,0.29797979797979796
104220,valenda01,2017,SEA,130,450,54,115,66.0,40,2.0,0.25555555555555554,0.31910569105691056
104225,vargake01,2017,MIN,78,241,33,61,41.0,20,2.0,0.25311203319502074,0.3155893536121673
104226,vazquch01,2017,BOS,99,324,43,94,32.0,17,3.0,0.29012345679012347,0.3313953488372093
104236,villajo01,2017,MIL,122,403,49,97,40.0,30,0.0,0.24069478908188585,0.29330254041570436
104246,vottojo01,2017,CIN,162,559,106,179,100.0,134,8.0,0.32021466905187834,0.4579172610556348
104252,walkene01,2017,NYN,73,265,40,70,36.0,27,4.0,0.2641509433962264,0.34121621621621623
104268,werthja01,2017,WAS,70,252,35,57,29.0,35,1.0,0.2261904761904762,0.3229166666666667
104274,wietema01,2017,WAS,123,422,43,95,52.0,38,1.0,0.22511848341232227,0.29067245119305857
104281,willini01,2017,PHI,83,313,45,90,55.0,20,6.0,0.28753993610223644,0.3421828908554572
104294,wolteto01,2017,COL,83,229,30,55,16.0,33,2.0,0.24017467248908297,0.3409090909090909
104295,wongko01,2017,SLN,108,354,55,101,42.0,41,12.0,0.2853107344632768,0.3783783783783784
104311,yelicch01,2017,MIA,156,602,100,170,81.0,80,6.0,0.2823920265780731,0.37209302325581395
104315,youngch04,2017,BOS,90,243,30,57,25.0,30,2.0,0.2345679012345679,0.3236363636363636
104320,zimmebr01,2017,CLE,101,299,41,72,39.0,26,4.0,0.2408026755852843,0.3100303951367781
104322,zimmery01,2017,WAS,144,524,90,159,108.0,44,3.0,0.30343511450381677,0.3607705779334501
104323,zobribe01,2017,CHN,128,435,58,101,50.0,54,2.0,0.23218390804597702,0.319755600814664
104324,zuninmi01,2017,SEA,124,387,52,97,64.0,39,8.0,0.25064599483204136,0.3317972350230415
104326,abreujo02,2018,CHA,128,499,68,132,78.0,37,11.0,0.26452905811623245,0.3290676416819013
104327,acunaro01,2018,ATL,111,433,78,127,64.0,45,6.0,0.29330254041570436,0.3677685950413223
104328,adamewi01,2018,TBA,85,288,43,80,34.0,31,1.0,0.2777777777777778,0.35
104333,adamsma01,2018,WAS,94,249,37,64,48.0,24,4.0,0.2570281124497992,0.33212996389891697
104336,adriaeh01,2018,MIN,114,335,42,84,39.0,24,1.0,0.2507462686567164,0.30277777777777776
104337,aguilje01,2018,MIL,149,492,80,135,108.0,58,6.0,0.27439024390243905,0.3579136690647482
104338,ahmedni01,2018,ARI,153,516,61,121,70.0,40,2.0,0.23449612403100775,0.2921146953405018
104341,albieoz01,2018,ATL,158,639,105,167,72.0,36,5.0,0.26134585289514867,0.3058823529411765
104345,alfarjo01,2018,PHI,108,344,35,90,37.0,18,14.0,0.2616279069767442,0.324468085106383
104349,allengr01,2018,CLE,91,265,36,68,20.0,14,7.0,0.25660377358490566,0.3111888111888112
104353,almoral01,2018,CHN,152,444,62,127,41.0,24,3.0,0.28603603603603606,0.32696390658174096
104354,alonsyo01,2018,CLE,145,516,64,129,83.0,51,2.0,0.25,0.31985940246045697
104356,altheaa01,2018,PHI,105,243,28,44,38.0,36,4.0,0.18106995884773663,0.2968197879858657
104357,altuvjo01,2018,HOU,137,534,84,169,61.0,55,6.0,0.31647940074906367,0.3865546218487395
104362,anderbr06,2018,MIA,156,590,87,161,65.0,62,16.0,0.27288135593220336,0.35778443113772457
104367,anderti01,2018,CHA,153,567,77,136,64.0,30,4.0,0.23985890652557318,0.28286189683860236
104373,andruel01,2018,TEX,97,395,53,101,33.0,28,3.0,0.25569620253164554,0.30985915492957744
104374,andujmi01,2018,NYA,149,573,83,170,92.0,25,4.0,0.29668411867364747,0.33056478405315615
104381,arciaor01,2018,MIL,119,348,32,82,30.0,15,1.0,0.23563218390804597,0.2692307692307692
104382,arenano01,2018,COL,156,590,104,175,110.0,73,3.0,0.2966101694915254,0.3768768768768769
104397,baderha01,2018,SLN,138,379,61,100,37.0,31,11.0,0.2638522427440633,0.33729216152019004
104398,baezja01,2018,CHN,160,606,101,176,111.0,29,5.0,0.29042904290429045,0.328125
104407,barneau01,2018,LAN,100,200,32,41,14.0,31,6.0,0.205,0.3291139240506329
104413,barnhtu01,2018,CIN,138,460,50,114,46.0,54,2.0,0.24782608695652175,0.32945736434108525
104422,bauerja01,2018,TBA,96,323,48,65,48.0,54,3.0,0.20123839009287925,0.32105263157894737
104428,bautijo02,2018,NYN,83,245,37,50,37.0,51,5.0,0.20408163265306123,0.3521594684385382
104434,beckhti01,2018,BAL,96,369,45,85,35.0,27,3.0,0.23035230352303523,0.2882205513784461
104443,bellico01,2018,LAN,162,557,84,145,76.0,69,3.0,0.26032315978456017,0.3449920508744038
104444,belljo02,2018,PIT,148,501,74,131,62.0,77,0.0,0.26147704590818366,0.35986159169550175
104445,beltbr01,2018,SFN,112,399,50,101,46.0,49,6.0,0.2531328320802005,0.3436123348017621
104446,beltrad01,2018,TEX,119,433,49,118,65.0,34,6.0,0.27251732101616627,0.33403805496828753
104447,beninan01,2018,BOS,148,579,103,168,87.0,71,2.0,0.29015544041450775,0.3696319018404908
104453,bettsmo01,2018,BOS,136,520,129,180,80.0,81,8.0,0.34615384615384615,0.44170771756978655
104458,birdgr01,2018,NYA,82,272,23,54,38.0,30,5.0,0.19852941176470587,0.2899022801302932
104460,blackch02,2018,COL,156,626,119,182,70.0,59,8.0,0.29073482428115016,0.3593073593073593
104469,bogaexa01,2018,BOS,136,513,72,148,103.0,55,6.0,0.2884990253411306,0.3641114982578397
104470,bonifjo01,2018,KCA,69,236,31,53,23.0,29,2.0,0.2245762711864407,0.3146067415730337
104476,bourju01,2018,MIA,112,374,43,85,54.0,69,1.0,0.22727272727272727,0.3490990990990991
104487,bradlja02,2018,BOS,144,474,76,111,59.0,46,11.0,0.23417721518987342,0.3163841807909605
104488,brantmi02,2018,CLE,143,570,89,176,76.0,48,5.0,0.3087719298245614,0.36757624398073835
104491,braunry02,2018,MIL,125,405,59,103,64.0,34,2.0,0.254320987654321,0.31519274376417233
104493,bregmal01,2018,HOU,157,594,105,170,103.0,96,12.0,0.28619528619528617,0.396011396011396
104499,brinsle01,2018,MIA,109,382,31,76,42.0,17,4.0,0.19895287958115182,0.24069478908188585
104506,bruceja01,2018,NYN,94,319,31,71,37.0,41,0.0,0.2225705329153605,0.3111111111111111
104507,bryankr01,2018,CHN,102,389,59,106,52.0,48,17.0,0.27249357326478146,0.3766519823788546
104526,cabreas01,2018,NYN,98,375,48,104,58.0,29,1.0,0.2773333333333333,0.3308641975308642
104528,cabreme01,2018,CLE,78,250,28,70,39.0,20,3.0,0.28,0.34065934065934067
104531,cainlo01,2018,MIL,141,539,90,166,38.0,71,8.0,0.3079777365491651,0.3964401294498382
104532,calhoko01,2018,LAA,137,491,71,102,57.0,53,1.0,0.20773930753564154,0.28623853211009176
104534,camarjo01,2018,ATL,134,464,63,126,76.0,51,6.0,0.27155172413793105,0.3512476007677543
104535,candeje01,2018,DET,144,539,78,121,54.0,66,9.0,0.22448979591836735,0.31921824104234525
104536,canhama01,2018,OAK,122,365,60,91,52.0,34,10.0,0.2493150684931507,0.33007334963325186
104537,canoro01,2018,SEA,80,310,44,94,50.0,32,4.0,0.3032258064516129,0.37572254335260113
104540,carpema01,2018,SLN,156,564,111,145,81.0,102,6.0,0.2570921985815603,0.37648809523809523
104546,casteni01,2018,DET,157,620,88,185,89.0,49,6.0,0.29838709677419356,0.35555555555555557
104555,castrst01,2018,MIA,154,593,76,165,54.0,48,0.0,0.2782462057335582,0.33229329173166927
104556,caveja01,2018,MIN,91,283,54,76,45.0,18,3.0,0.26855123674911663,0.3190789473684211
104561,cervefr01,2018,PIT,104,332,39,86,57.0,51,15.0,0.25903614457831325,0.38190954773869346
104567,chapmma01,2018,OAK,145,547,100,152,68.0,58,9.0,0.27787934186471663,0.3566775244299674
104573,chiriro01,2018,TEX,113,360,48,80,65.0,45,19.0,0.2222222222222222,0.33962264150943394
104578,choosh01,2018,TEX,146,560,83,148,62.0,92,10.0,0.2642857142857143,0.3776435045317221
104598,confomi01,2018,NYN,153,543,78,132,82.0,84,7.0,0.2430939226519337,0.35173501577287064
104601,contrwi01,2018,CHN,138,474,50,118,54.0,53,13.0,0.2489451476793249,0.34074074074074073
104610,correca01,2018,HOU,110,402,60,96,65.0,53,2.0,0.23880597014925373,0.3304157549234136
104615,cozarza01,2018,LAA,58,224,29,49,18.0,19,7.0,0.21875,0.3
104617,crawfbr01,2018,SFN,151,531,63,135,54.0,50,8.0,0.2542372881355932,0.32767402376910015
104621,croncj01,2018,TBA,140,501,68,127,74.0,37,17.0,0.25349301397205587,0.3261261261261261
104622,cruzne02,2018,SEA,144,519,70,133,97.0,55,14.0,0.25626204238921,0.3435374149659864
104628,culbech01,2018,ATL,113,296,47,80,45.0,21,4.0,0.2702702702702703,0.32710280373831774
104634,dahlda01,2018,COL,77,249,31,68,48.0,19,1.0,0.27309236947791166,0.3271375464684015
104639,davidma02,2018,CHA,126,434,51,99,62.0,52,7.0,0.22811059907834103,0.3204868154158215
104642,davisch02,2018,BAL,128,470,40,79,49.0,41,7.0,0.16808510638297872,0.24517374517374518
104645,daviskh01,2018,OAK,151,576,98,142,123.0,59,12.0,0.2465277777777778,0.32921174652241114
104653,dejonpa01,2018,SLN,115,436,68,105,68.0,36,12.0,0.2408256880733945,0.31611570247933884
104657,delmoni01,2018,CHA,88,284,31,61,25.0,27,6.0,0.2147887323943662,0.29652996845425866
104660,descada01,2018,ARI,138,349,54,83,57.0,64,2.0,0.23782234957020057,0.35903614457831323
104662,deshide02,2018,TEX,106,334,52,72,22.0,43,3.0,0.2155688622754491,0.3105263157894737
104663,desmoia01,2018,COL,160,555,82,131,88.0,53,6.0,0.23603603603603604,0.30944625407166126
104668,deverra01,2018,BOS,121,450,59,108,66.0,38,0.0,0.24,0.29918032786885246
104669,diazal02,2018,TOR,130,422,55,111,55.0,23,3.0,0.26303317535545023,0.30580357142857145
104671,diazel01,2018,PIT,82,252,33,72,34.0,21,1.0,0.2857142857142857,0.34306569343065696
104674,dickeco01,2018,PIT,135,504,65,151,55.0,21,4.0,0.2996031746031746,0.332703213610586
104677,dietrde01,2018,MIA,149,499,72,132,45.0,29,21.0,0.26452905811623245,0.331511839708561
104678,difowi01,2018,WAS,148,408,55,94,42.0,39,2.0,0.23039215686274508,0.30066815144766146
104684,doziebr01,2018,MIN,104,410,65,93,52.0,46,3.0,0.22682926829268293,0.3093681917211329
104686,doziehu01,2018,KCA,102,362,36,83,34.0,24,1.0,0.2292817679558011,0.27906976744186046
104694,dudalu01,2018,KCA,87,310,34,75,48.0,24,8.0,0.24193548387096775,0.3128654970760234
104699,duffyma01,2018,TBA,132,503,59,148,44.0,47,7.0,0.294234592445328,0.362657091561939
104705,duvalad01,2018,CIN,105,331,40,68,61.0,34,4.0,0.2054380664652568,0.2872628726287263
104707,dysonja01,2018,ARI,67,206,29,39,12.0,27,0.0,0.18932038834951456,0.2832618025751073
104709,eatonad02,2018,WAS,95,319,55,96,33.0,38,11.0,0.30094043887147337,0.39402173913043476
104716,encared01,2018,CLE,137,500,74,123,107.0,63,8.0,0.246,0.3397548161120841
104717,engelad01,2018,CHA,143,429,49,101,29.0,18,8.0,0.23543123543123542,0.27912087912087913
104721,ervinph01,2018,CIN,78,218,27,55,31.0,20,5.0,0.25229357798165136,0.3292181069958848
104722,escobal02,2018,KCA,140,485,54,112,34.0,29,5.0,0.2309278350515464,0.2813102119460501
104723,escobed01,2018,MIN,97,368,45,101,63.0,34,3.0,0.27445652173913043,0.34074074074074073
104753,fletcda02,2018,LAA,80,284,35,78,25.0,15,3.0,0.2746478873239437,0.31788079470198677
104755,florewi01,2018,NYN,126,386,43,103,51.0,29,5.0,0.266839378238342,0.3261904761904762
104759,flowety01,2018,ATL,82,251,34,57,30.0,35,9.0,0.22709163346613545,0.3423728813559322
104768,fowlede01,2018,SLN,90,289,40,52,31.0,38,3.0,0.17993079584775087,0.2818181818181818
104770,francma02,2018,PHI,131,433,48,117,68.0,29,0.0,0.2702078521939954,0.31601731601731603
104773,fraziad01,2018,PIT,113,318,52,88,35.0,29,3.0,0.27672955974842767,0.34285714285714286
104775,frazito01,2018,NYN,115,408,54,87,59.0,48,8.0,0.21323529411764705,0.3081896551724138
104777,freemfr01,2018,ATL,162,618,94,191,98.0,76,7.0,0.30906148867313915,0.3908701854493581
104780,freesda01,2018,PIT,94,241,29,68,42.0,18,3.0,0.2821576763485477,0.33969465648854963
104796,gallojo01,2018,TEX,148,500,82,103,92.0,74,3.0,0.206,0.3119584055459272
104797,galvifr01,2018,SDN,162,602,62,149,67.0,45,2.0,0.24750830564784054,0.3020030816640986
104798,gamelbe01,2018,SEA,101,257,37,70,19.0,31,4.0,0.2723735408560311,0.3595890410958904
